County,Date,New cases,Total Cases,Total Deaths,"Rate Per 10,000",% of all cases by date
Anson,7/5/2020,1,149,1,61,0.2
Anson,7/4/2020,6,148,1,60.5,0.21
Anson,7/3/2020,4,142,1,58.1,0.2
Anson,7/2/2020,6,138,1,56.5,0.2
Anson,7/1/2020,4,132,1,54,0.2
Anson,6/30/2020,2,128,1,52.4,0.2
Anson,6/29/2020,1,126,1,51.5,0.2
Anson,6/28/2020,4,125,1,51.1,0.2
Anson,6/27/2020,2,121,1,49.5,0.2
Anson,6/26/2020,4,119,null,48.7,0.2
Anson,6/25/2020,7,115,1,47,0.2
Anson,6/24/2020,1,108,1,44.2,0.19
Anson,6/23/2020,1,107,1,43.8,0.2
Anson,6/22/2020,4,106,1,43.4,0.2
Anson,6/21/2020,6,102,1,41.7,0.19
Anson,6/20/2020,1,96,1,39.3,0.19
Anson,6/19/2020,4,95,1,38.9,0.19
Anson,6/18/2020,0,91,1,37.2,0.19
Anson,6/17/2020,2,91,1,37.2,0.19
Anson,6/16/2020,2,89,1,36.4,0.19
Anson,6/15/2020,1,87,1,35.6,0.19
Anson,6/14/2020,1,86,1,35.2,0.19
Anson,6/13/2020,2,85,1,34.8,0.2
Anson,6/12/2020,2,83,1,34,0.2
Anson,6/11/2020,3,81,1,33.1,0.21
Anson,6/10/2020,0,78,1,31.9,0.21
Anson,6/9/2020,4,78,1,31.9,0.21
Anson,6/8/2020,2,74,1,30.3,0.2
Anson,6/7/2020,1,72,1,29.5,0.2
Anson,6/6/2020,1,71,1,29,0.21
Anson,6/5/2020,2,70,1,28.6,0.21
Anson,6/4/2020,0,68,1,27.8,0.21
Anson,6/3/2020,2,68,1,27.8,0.22
Anson,6/2/2020,1,66,1,27,0.22
Anson,6/1/2020,1,65,1,26.6,0.22
Anson,5/30/2020,1,64,1,26.2,0.23
Anson,5/29/2020,0,63,1,25.8,0.24
Anson,5/28/2020,6,63,1,25.8,0.25
Anson,5/27/2020,-4,57,0,23.3,0.23
Anson,5/26/2020,2,61,0,25,0.25
Anson,5/25/2020,2,59,0,24.1,0.25
Anson,5/24/2020,-1,57,0,23.3,0.25
Anson,5/23/2020,4,58,0,23.7,0.26
Anson,5/22/2020,2,54,0,22.1,0.25
Anson,5/21/2020,2,52,0,21.3,0.25
Anson,5/20/2020,1,50,0,20.5,0.25
Anson,5/19/2020,1,49,0,20,0.25
Anson,5/18/2020,1,48,0,19.6,0.25
Anson,5/17/2020,4,47,0,19.2,0.25
Anson,5/15/2020,2,43,0,17.6,0.25
Anson,5/14/2020,7,41,0,16.8,0.25
Anson,5/13/2020,-5,34,0,13.9,0.21
Anson,5/12/2020,1,39,0,16,0.25
Anson,5/11/2020,0,38,0,15.5,0.25
Anson,5/10/2020,0,38,0,15.5,0.26
Anson,5/9/2020,1,38,0,15.5,0.26
Anson,5/8/2020,4,37,0,15.1,0.27
Anson,5/7/2020,2,33,0,13.5,0.25
Anson,5/6/2020,1,31,0,12.7,0.24
Anson,5/5/2020,0,30,0,12.3,0.24
Anson,5/4/2020,0,30,0,12.3,0.25
Anson,5/3/2020,1,30,0,12.3,0.26
Anson,5/2/2020,2,29,0,11.9,0.25
Anson,5/1/2020,2,27,0,11,0.25
Anson,4/30/2020,1,25,0,10.2,0.24
Anson,4/29/2020,2,24,0,9.8,0.24
Anson,4/28/2020,2,22,0,9,0.23
Anson,4/27/2020,0,20,0,8.2,0.22
Anson,4/26/2020,0,20,0,8.2,0.23
Anson,4/25/2020,1,20,0,8.2,0.23
Anson,4/24/2020,1,19,0,7.8,0.24
Anson,4/23/2020,0,18,0,7.4,0.24
Anson,4/22/2020,0,18,0,7.4,0.25
Anson,4/21/2020,0,18,0,7.4,0.26
Anson,4/20/2020,3,18,0,7.4,0.27
Anson,4/19/2020,0,15,0,6.1,0.23
Anson,4/18/2020,1,15,0,6.1,0.24
Anson,4/17/2020,0,14,0,5.7,0.24
Anson,4/16/2020,2,14,0,5.7,0.26
Anson,4/15/2020,0,12,0,4.9,0.23
Ashe,9/18/2020,0,246,1,90.4,0.13
Ashe,9/17/2020,0,246,1,90.4,0.13
Ashe,9/16/2020,2,246,1,90.4,0.13
Ashe,9/15/2020,3,244,1,89.7,0.13
Ashe,9/14/2020,1,241,1,88.6,0.13
Ashe,9/13/2020,0,240,1,88.2,0.13
Ashe,9/12/2020,2,240,1,88.2,0.13
Ashe,9/11/2020,6,238,1,87.5,0.13
Ashe,9/10/2020,1,232,1,85.3,0.13
Ashe,9/9/2020,2,231,1,84.9,0.13
Ashe,9/8/2020,2,229,1,84.2,0.13
Ashe,9/7/2020,2,227,1,83.4,0.13
Ashe,9/6/2020,3,225,1,82.7,0.13
Ashe,9/5/2020,4,222,1,81.6,0.13
Ashe,9/4/2020,8,218,1,80.1,0.13
Ashe,9/3/2020,4,210,1,77.2,0.12
Ashe,9/2/2020,0,206,1,75.7,0.12
Ashe,9/1/2020,10,206,1,75.7,0.12
Ashe,8/30/2020,4,196,1,72.1,0.12
Ashe,8/28/2020,2,192,1,70.6,0.12
Ashe,8/27/2020,3,190,1,69.8,0.12
Ashe,8/26/2020,2,187,1,68.7,0.12
Ashe,8/25/2020,1,185,1,68,0.12
Ashe,8/24/2020,0,184,1,67.6,0.12
Ashe,8/23/2020,2,184,1,67.6,0.12
Ashe,8/22/2020,2,182,1,66.9,0.12
Ashe,8/21/2020,1,180,1,66.2,0.12
Ashe,8/20/2020,2,179,1,65.8,0.12
Ashe,8/19/2020,2,177,1,65.1,0.12
Ashe,8/18/2020,1,175,1,64.3,0.12
Ashe,8/17/2020,0,174,1,64,0.12
Ashe,8/16/2020,6,174,1,64,0.12
Ashe,8/15/2020,0,168,1,61.8,0.12
Ashe,8/14/2020,1,168,1,61.8,0.12
Ashe,8/13/2020,1,167,1,61.4,0.12
Ashe,8/12/2020,1,166,1,61,0.12
Ashe,8/11/2020,7,165,1,60.7,0.12
Ashe,8/10/2020,1,158,1,58.1,0.12
Ashe,8/9/2020,0,157,1,57.7,0.12
Ashe,8/8/2020,5,157,1,57.7,0.12
Ashe,8/7/2020,10,152,1,55.9,0.11
Ashe,8/6/2020,3,142,1,52.2,0.11
Ashe,8/5/2020,13,139,1,51.1,0.11
Ashe,8/4/2020,6,126,1,46.3,0.1
Ashe,8/3/2020,1,120,1,44.1,0.09
Ashe,8/2/2020,0,119,1,43.7,0.1
Ashe,8/1/2020,5,119,1,43.7,0.1
Ashe,7/31/2020,7,114,1,41.9,0.09
Ashe,7/30/2020,10,107,1,39.3,0.09
Ashe,7/29/2020,1,97,1,35.7,0.08
Ashe,7/28/2020,8,96,1,35.3,0.08
Ashe,7/27/2020,4,88,1,32.3,0.08
Ashe,7/26/2020,1,84,1,30.9,0.07
Ashe,7/25/2020,-1,83,1,30.5,0.07
Ashe,7/24/2020,2,84,1,30.9,0.08
Ashe,7/23/2020,7,82,1,30.1,0.08
Ashe,7/22/2020,-2,75,1,27.6,0.07
Ashe,7/21/2020,3,77,1,28.3,0.07
Ashe,7/20/2020,1,74,1,27.2,0.07
Ashe,7/19/2020,0,73,1,26.8,0.07
Ashe,7/18/2020,6,73,1,26.8,0.07
Ashe,7/17/2020,0,67,1,24.6,0.07
Ashe,7/16/2020,0,67,1,24.6,0.07
Ashe,7/15/2020,2,67,1,24.6,0.07
Ashe,7/14/2020,1,65,1,23.9,0.07
Ashe,7/13/2020,1,64,1,23.5,0.07
Ashe,7/12/2020,1,63,1,23.2,0.07
Ashe,7/11/2020,-1,62,1,22.8,0.07
Ashe,7/10/2020,2,63,1,23.2,0.08
Ashe,7/9/2020,0,61,1,22.4,0.08
Ashe,7/8/2020,1,61,1,22.4,0.08
Ashe,7/7/2020,0,60,1,22.1,0.08
Ashe,7/6/2020,3,60,1,22.1,0.08
Ashe,7/5/2020,3,57,1,21,0.08
Ashe,7/4/2020,0,54,1,19.9,0.08
Ashe,7/3/2020,0,54,1,19.9,0.08
Ashe,7/2/2020,0,54,1,19.9,0.08
Ashe,7/1/2020,0,54,1,19.9,0.08
Ashe,6/30/2020,2,54,1,19.9,0.08
Ashe,6/29/2020,0,52,1,19.1,0.08
Ashe,6/28/2020,0,52,1,19.1,0.08
Ashe,6/27/2020,1,52,1,19.1,0.09
Ashe,6/26/2020,1,51,null,18.7,0.09
Ashe,6/25/2020,1,50,1,18.4,0.09
Ashe,6/24/2020,0,49,1,18,0.09
Ashe,6/23/2020,2,49,1,18,0.09
Ashe,6/22/2020,0,47,1,17.3,0.09
Ashe,6/21/2020,0,47,1,17.3,0.09
Ashe,6/20/2020,2,47,1,17.3,0.09
Ashe,6/19/2020,1,45,1,16.5,0.09
Ashe,6/18/2020,1,44,1,16.2,0.09
Ashe,6/17/2020,0,43,1,15.8,0.09
Ashe,6/16/2020,0,43,1,15.8,0.09
Ashe,6/15/2020,0,43,1,15.8,0.1
Ashe,6/14/2020,0,43,1,15.8,0.1
Ashe,6/13/2020,0,43,1,15.8,0.1
Ashe,6/12/2020,1,43,1,15.8,0.1
Ashe,6/11/2020,0,42,1,15.4,0.11
Ashe,6/10/2020,1,42,1,15.4,0.11
Ashe,6/9/2020,1,41,0,15.1,0.11
Ashe,6/8/2020,0,40,0,14.7,0.11
Ashe,6/7/2020,0,40,0,14.7,0.11
Ashe,6/6/2020,1,40,0,14.7,0.12
Ashe,6/5/2020,0,39,0,14.3,0.12
Ashe,6/4/2020,3,39,0,14.3,0.12
Ashe,6/3/2020,0,36,0,13.2,0.12
Ashe,6/2/2020,-1,36,0,13.2,0.12
Ashe,6/1/2020,1,37,0,13.6,0.13
Ashe,5/30/2020,0,36,0,13.2,0.13
Ashe,5/29/2020,2,36,0,13.2,0.14
Ashe,5/28/2020,0,34,0,12.5,0.13
Ashe,5/27/2020,0,34,0,12.5,0.14
Ashe,5/26/2020,0,34,0,12.5,0.14
Ashe,5/25/2020,-1,34,0,12.5,0.14
Ashe,5/24/2020,2,35,0,12.9,0.15
Ashe,5/23/2020,2,33,0,12.1,0.15
Ashe,5/22/2020,0,31,0,11.4,0.14
Ashe,5/21/2020,3,31,0,11.4,0.15
Ashe,5/20/2020,0,28,0,10.3,0.14
Ashe,5/19/2020,0,28,0,10.3,0.14
Ashe,5/18/2020,1,28,0,10.3,0.15
Ashe,5/17/2020,10,27,0,9.9,0.15
Ashe,5/15/2020,0,17,0,6.2,0.1
Ashe,5/14/2020,1,17,0,6.2,0.1
Ashe,5/13/2020,2,16,0,5.9,0.1
Ashe,5/12/2020,4,14,0,5.1,0.09
Ashe,5/11/2020,0,10,0,3.7,0.07
Ashe,5/10/2020,2,10,0,3.7,0.07
Ashe,5/9/2020,1,8,0,2.9,0.06
Ashe,5/8/2020,1,7,0,2.6,0.05
Ashe,5/7/2020,1,6,0,2.2,0.04
Ashe,5/6/2020,0,5,0,1.8,0.04
Ashe,5/5/2020,0,5,0,1.8,0.04
Ashe,5/4/2020,0,5,0,1.8,0.04
Ashe,5/3/2020,0,5,0,1.8,0.04
Ashe,5/2/2020,0,5,0,1.8,0.04
Ashe,5/1/2020,0,5,0,1.8,0.05
Ashe,4/30/2020,0,5,0,1.8,0.05
Ashe,4/29/2020,1,5,0,1.8,0.05
Ashe,4/28/2020,0,4,0,1.5,0.04
Ashe,4/27/2020,0,4,0,1.5,0.04
Ashe,4/26/2020,0,4,0,1.5,0.05
Ashe,4/25/2020,0,4,0,1.5,0.05
Ashe,4/24/2020,0,4,0,1.5,0.05
Ashe,4/23/2020,0,4,0,1.5,0.05
Ashe,4/22/2020,0,4,0,1.5,0.06
Ashe,4/21/2020,0,4,0,1.5,0.06
Ashe,4/20/2020,0,4,0,1.5,0.06
Ashe,4/19/2020,0,4,0,1.5,0.06
Ashe,4/18/2020,0,4,0,1.5,0.07
Ashe,4/17/2020,0,4,0,1.5,0.07
Ashe,4/16/2020,0,4,0,1.5,0.07
Ashe,4/15/2020,0,4,0,1.5,0.08
Avery,9/18/2020,4,317,0,180.6,0.17
Avery,9/17/2020,6,313,0,178.3,0.17
Avery,9/16/2020,1,307,0,174.9,0.16
Avery,9/15/2020,0,306,0,174.3,0.16
Avery,9/14/2020,18,306,0,174.3,0.16
Avery,9/13/2020,30,288,0,164,0.16
Avery,9/12/2020,30,258,0,146.9,0.14
Avery,9/11/2020,1,228,0,129.9,0.13
Avery,9/10/2020,1,227,0,129.3,0.13
Avery,9/9/2020,2,226,0,128.7,0.13
Avery,9/8/2020,0,224,0,127.6,0.13
Avery,9/7/2020,2,224,0,127.6,0.13
Avery,9/6/2020,2,222,0,126.4,0.13
Avery,9/5/2020,68,220,0,125.3,0.13
Avery,9/4/2020,2,152,0,86.6,0.09
Avery,9/3/2020,4,150,0,85.4,0.09
Avery,9/2/2020,2,146,0,83.2,0.09
Avery,9/1/2020,8,144,0,82,0.08
Avery,8/30/2020,4,136,0,77.5,0.08
Avery,8/28/2020,5,132,0,75.2,0.08
Avery,8/27/2020,6,127,0,72.3,0.08
Avery,8/26/2020,1,121,0,68.9,0.08
Avery,8/25/2020,0,120,0,68.3,0.08
Avery,8/24/2020,1,120,0,68.3,0.08
Avery,8/23/2020,1,119,0,67.8,0.08
Avery,8/22/2020,2,118,0,67.2,0.08
Avery,8/21/2020,2,116,0,66.1,0.08
Avery,8/20/2020,1,114,0,64.9,0.08
Avery,8/19/2020,3,113,0,64.4,0.08
Avery,8/18/2020,2,110,0,62.7,0.07
Avery,8/17/2020,1,108,0,61.5,0.07
Avery,8/16/2020,1,107,0,60.9,0.07
Avery,8/15/2020,7,106,0,60.4,0.07
Avery,8/14/2020,4,99,0,56.4,0.07
Avery,8/13/2020,2,95,0,54.1,0.07
Avery,8/12/2020,-6,93,0,53,0.07
Avery,8/11/2020,1,99,0,56.4,0.07
Avery,8/10/2020,1,98,0,55.8,0.07
Avery,8/9/2020,4,97,0,55.2,0.07
Avery,8/8/2020,3,93,0,53,0.07
Avery,8/7/2020,0,90,0,51.3,0.07
Avery,8/6/2020,2,90,0,51.3,0.07
Avery,8/5/2020,1,88,0,50.1,0.07
Avery,8/4/2020,3,87,0,49.6,0.07
Avery,8/3/2020,1,84,0,47.8,0.07
Avery,8/2/2020,2,83,0,47.3,0.07
Avery,8/1/2020,2,81,0,46.1,0.07
Avery,7/31/2020,4,79,0,45,0.06
Avery,7/30/2020,3,75,0,42.7,0.06
Avery,7/29/2020,0,72,0,41,0.06
Avery,7/28/2020,11,72,0,41,0.06
Avery,7/27/2020,0,61,0,34.7,0.05
Avery,7/26/2020,1,61,0,34.7,0.05
Avery,7/25/2020,6,60,0,34.2,0.05
Avery,7/24/2020,1,54,0,30.8,0.05
Avery,7/23/2020,0,53,0,30.2,0.05
Avery,7/22/2020,1,53,0,30.2,0.05
Avery,7/21/2020,7,52,0,29.6,0.05
Avery,7/20/2020,3,45,0,25.6,0.04
Avery,7/19/2020,1,42,0,23.9,0.04
Avery,7/18/2020,2,41,0,23.4,0.04
Avery,7/17/2020,1,39,0,22.2,0.04
Avery,7/16/2020,2,38,0,21.6,0.04
Avery,7/15/2020,5,36,0,20.5,0.04
Avery,7/14/2020,1,31,0,17.7,0.03
Avery,7/13/2020,4,30,0,17.1,0.03
Avery,7/12/2020,0,26,0,14.8,0.03
Avery,7/11/2020,3,26,0,14.8,0.03
Avery,7/10/2020,2,23,0,13.1,0.03
Avery,7/9/2020,2,21,0,12,0.03
Avery,7/8/2020,1,19,0,10.8,0.02
Avery,7/7/2020,0,18,0,10.3,0.02
Avery,7/6/2020,3,18,0,10.3,0.02
Avery,7/5/2020,1,15,0,8.5,0.02
Avery,7/4/2020,1,14,0,8,0.02
Avery,7/3/2020,0,13,0,7.4,0.02
Avery,7/2/2020,1,13,0,7.4,0.02
Avery,7/1/2020,0,12,0,6.8,0.02
Avery,6/30/2020,3,12,0,6.8,0.02
Avery,6/29/2020,0,9,0,5.1,0.01
Avery,6/28/2020,0,9,0,5.1,0.01
Avery,6/27/2020,1,9,0,5.1,0.01
Avery,6/26/2020,0,8,null,4.6,0.01
Avery,6/25/2020,0,8,0,4.6,0.01
Avery,6/24/2020,0,8,0,4.6,0.01
Avery,6/23/2020,0,8,0,4.6,0.01
Avery,6/22/2020,0,8,0,4.6,0.01
Avery,6/21/2020,1,8,0,4.6,0.02
Avery,6/20/2020,-1,7,0,4,0.01
Avery,6/19/2020,2,8,0,4.6,0.02
Avery,6/18/2020,0,6,0,3.4,0.01
Avery,6/17/2020,0,6,0,3.4,0.01
Avery,6/16/2020,0,6,0,3.4,0.01
Avery,6/15/2020,0,6,0,3.4,0.01
Avery,6/14/2020,0,6,0,3.4,0.01
Avery,6/13/2020,0,6,0,3.4,0.01
Avery,6/12/2020,0,6,0,3.4,0.01
Avery,6/11/2020,0,6,0,3.4,0.02
Avery,6/10/2020,0,6,0,3.4,0.02
Avery,6/9/2020,2,6,0,3.4,0.02
Avery,6/8/2020,1,4,0,2.3,0.01
Avery,6/7/2020,0,3,0,1.7,0.01
Avery,6/6/2020,0,3,0,1.7,0.01
Avery,6/5/2020,1,3,0,1.7,0.01
Avery,6/4/2020,0,2,0,1.1,0.01
Avery,6/3/2020,0,2,0,1.1,0.01
Avery,6/2/2020,0,2,0,1.1,0.01
Avery,6/1/2020,0,2,0,1.1,0.01
Avery,5/30/2020,0,2,0,1.1,0.01
Avery,5/29/2020,0,2,0,1.1,0.01
Avery,5/28/2020,0,2,0,1.1,0.01
Avery,5/27/2020,0,2,0,1.1,0.01
Avery,5/26/2020,0,2,0,1.1,0.01
Avery,5/25/2020,0,2,0,1.1,0.01
Avery,5/24/2020,0,2,0,1.1,0.01
Avery,5/23/2020,0,2,0,1.1,0.01
Avery,5/22/2020,1,2,0,1.1,0.01
Avery,5/21/2020,0,1,0,0.6,0
Avery,5/20/2020,0,1,0,0.6,0
Avery,5/19/2020,0,1,0,0.6,0.01
Beaufort,9/18/2020,4,809,12,172.1,0.42
Beaufort,9/17/2020,9,805,12,171.3,0.42
Beaufort,9/16/2020,5,796,12,169.4,0.42
Beaufort,9/15/2020,3,791,10,168.3,0.42
Beaufort,9/14/2020,6,788,10,167.7,0.42
Beaufort,9/13/2020,21,782,10,166.4,0.42
Beaufort,9/12/2020,25,761,10,161.9,0.41
Beaufort,9/11/2020,32,736,10,156.6,0.4
Beaufort,9/10/2020,15,704,10,149.8,0.39
Beaufort,9/9/2020,4,689,10,146.6,0.38
Beaufort,9/8/2020,5,685,10,145.8,0.38
Beaufort,9/7/2020,10,680,10,144.7,0.38
Beaufort,9/6/2020,22,670,10,142.6,0.38
Beaufort,9/5/2020,15,648,10,137.9,0.37
Beaufort,9/4/2020,25,633,10,134.7,0.36
Beaufort,9/3/2020,9,608,10,129.4,0.35
Beaufort,9/2/2020,6,599,10,127.5,0.35
Beaufort,9/1/2020,20,593,9,126.2,0.35
Beaufort,8/30/2020,32,573,9,121.9,0.34
Beaufort,8/28/2020,17,541,9,115.1,0.33
Beaufort,8/27/2020,12,524,9,111.5,0.33
Beaufort,8/26/2020,5,512,9,109,0.32
Beaufort,8/25/2020,3,507,9,107.9,0.32
Beaufort,8/24/2020,7,504,9,107.2,0.32
Beaufort,8/23/2020,6,497,9,105.8,0.32
Beaufort,8/22/2020,12,491,9,104.5,0.32
Beaufort,8/21/2020,9,479,9,101.9,0.32
Beaufort,8/20/2020,5,470,9,100,0.31
Beaufort,8/19/2020,3,465,3,98.9,0.31
Beaufort,8/18/2020,2,462,2,98.3,0.31
Beaufort,8/17/2020,12,460,2,97.9,0.32
Beaufort,8/16/2020,13,448,2,95.3,0.31
Beaufort,8/15/2020,10,435,2,92.6,0.3
Beaufort,8/14/2020,6,425,2,90.4,0.3
Beaufort,8/13/2020,3,419,2,89.2,0.3
Beaufort,8/12/2020,6,416,2,88.5,0.3
Beaufort,8/11/2020,5,410,2,87.2,0.3
Beaufort,8/10/2020,9,405,2,86.2,0.3
Beaufort,8/9/2020,9,396,2,84.3,0.29
Beaufort,8/8/2020,18,387,2,82.4,0.29
Beaufort,8/7/2020,4,369,2,78.5,0.28
Beaufort,8/6/2020,11,365,2,77.7,0.28
Beaufort,8/5/2020,0,354,2,75.3,0.27
Beaufort,8/4/2020,3,354,2,75.3,0.28
Beaufort,8/3/2020,3,351,2,74.7,0.28
Beaufort,8/2/2020,9,348,2,74.1,0.28
Beaufort,8/1/2020,4,339,2,72.1,0.27
Beaufort,7/31/2020,4,335,2,71.3,0.27
Beaufort,7/30/2020,25,331,2,70.4,0.28
Beaufort,7/29/2020,16,306,1,65.1,0.26
Beaufort,7/28/2020,-1,290,1,61.7,0.25
Beaufort,7/27/2020,19,291,1,61.9,0.25
Beaufort,7/26/2020,14,272,1,57.9,0.24
Beaufort,7/25/2020,18,258,1,54.9,0.23
Beaufort,7/24/2020,16,240,1,51.1,0.22
Beaufort,7/23/2020,8,224,0,47.7,0.21
Beaufort,7/22/2020,7,216,0,46,0.21
Beaufort,7/21/2020,2,209,0,44.5,0.2
Beaufort,7/20/2020,10,207,0,44,0.2
Beaufort,7/19/2020,7,197,0,41.9,0.2
Beaufort,7/18/2020,5,190,0,40.4,0.19
Beaufort,7/17/2020,14,185,0,39.4,0.19
Beaufort,7/16/2020,8,171,0,36.4,0.18
Beaufort,7/15/2020,6,163,0,34.7,0.18
Beaufort,7/14/2020,3,157,0,33.4,0.18
Beaufort,7/13/2020,6,154,0,32.8,0.18
Beaufort,7/12/2020,9,148,0,31.5,0.17
Beaufort,7/11/2020,5,139,0,29.6,0.17
Beaufort,7/10/2020,11,134,0,28.5,0.16
Beaufort,7/9/2020,5,123,0,26.2,0.16
Beaufort,7/8/2020,8,118,0,25.1,0.15
Beaufort,7/7/2020,2,110,0,23.4,0.14
Beaufort,7/6/2020,4,108,0,23,0.14
Beaufort,7/5/2020,1,104,0,22.1,0.14
Beaufort,7/4/2020,3,103,0,21.9,0.14
Beaufort,7/3/2020,7,100,0,21.3,0.14
Beaufort,7/2/2020,10,93,0,19.8,0.14
Beaufort,7/1/2020,0,83,0,17.7,0.12
Beaufort,6/30/2020,3,83,0,17.7,0.13
Beaufort,6/29/2020,3,80,0,17,0.13
Beaufort,6/28/2020,3,77,0,16.4,0.12
Beaufort,6/27/2020,8,74,0,15.7,0.12
Beaufort,6/26/2020,4,66,null,14,0.11
Beaufort,6/25/2020,1,62,0,13.2,0.11
Beaufort,6/24/2020,0,61,0,13,0.11
Beaufort,6/23/2020,2,61,0,13,0.11
Beaufort,6/22/2020,2,59,0,12.6,0.11
Beaufort,6/21/2020,2,57,0,12.1,0.11
Beaufort,6/20/2020,1,55,0,11.7,0.11
Beaufort,6/19/2020,-1,54,0,11.5,0.11
Beaufort,6/18/2020,2,55,0,11.7,0.11
Beaufort,6/17/2020,1,53,0,11.3,0.11
Beaufort,6/16/2020,1,52,0,11.1,0.11
Beaufort,6/15/2020,1,51,0,10.9,0.11
Beaufort,6/14/2020,-1,50,0,10.6,0.11
Beaufort,6/13/2020,2,51,0,10.9,0.12
Beaufort,6/12/2020,4,49,0,10.4,0.12
Beaufort,6/11/2020,2,45,0,9.6,0.11
Beaufort,6/10/2020,0,43,0,9.2,0.11
Beaufort,6/9/2020,2,43,0,9.2,0.12
Beaufort,6/8/2020,0,41,0,8.7,0.11
Beaufort,6/7/2020,0,41,0,8.7,0.12
Beaufort,6/6/2020,0,41,0,8.7,0.12
Beaufort,6/5/2020,2,41,0,8.7,0.12
Beaufort,6/4/2020,3,39,0,8.3,0.12
Beaufort,6/3/2020,0,36,0,7.7,0.12
Beaufort,6/2/2020,2,36,0,7.7,0.12
Beaufort,6/1/2020,0,34,0,7.2,0.12
Beaufort,5/30/2020,1,34,0,7.2,0.12
Beaufort,5/29/2020,0,33,0,7,0.12
Beaufort,5/28/2020,0,33,0,7,0.13
Beaufort,5/27/2020,1,33,0,7,0.13
Beaufort,5/26/2020,0,32,0,6.8,0.13
Beaufort,5/25/2020,0,32,0,6.8,0.13
Beaufort,5/24/2020,0,32,0,6.8,0.14
Beaufort,5/23/2020,0,32,0,6.8,0.14
Beaufort,5/22/2020,2,32,0,6.8,0.15
Beaufort,5/21/2020,0,30,0,6.4,0.14
Beaufort,5/20/2020,0,30,0,6.4,0.15
Beaufort,5/19/2020,0,30,0,6.4,0.15
Beaufort,5/18/2020,3,30,0,6.4,0.16
Beaufort,5/17/2020,1,27,0,5.7,0.15
Beaufort,5/15/2020,0,26,0,5.5,0.15
Beaufort,5/14/2020,1,26,0,5.5,0.16
Beaufort,5/13/2020,0,25,0,5.3,0.16
Beaufort,5/12/2020,0,25,0,5.3,0.16
Beaufort,5/11/2020,0,25,0,5.3,0.17
Beaufort,5/10/2020,1,25,0,5.3,0.17
Beaufort,5/9/2020,0,24,0,5.1,0.17
Beaufort,5/8/2020,2,24,0,5.1,0.17
Beaufort,5/7/2020,1,22,0,4.7,0.16
Beaufort,5/6/2020,0,21,0,4.5,0.16
Beaufort,5/5/2020,0,21,0,4.5,0.17
Beaufort,5/4/2020,0,21,0,4.5,0.18
Beaufort,5/3/2020,0,21,0,4.5,0.18
Beaufort,5/2/2020,-1,21,0,4.5,0.18
Beaufort,5/1/2020,1,22,0,4.7,0.2
Beaufort,4/30/2020,1,21,0,4.5,0.2
Beaufort,4/29/2020,0,20,0,4.3,0.2
Beaufort,4/28/2020,0,20,0,4.3,0.21
Beaufort,4/27/2020,0,20,0,4.3,0.22
Beaufort,4/26/2020,-11,20,0,4.3,0.23
Beaufort,4/25/2020,15,31,0,6.6,0.36
Beaufort,4/24/2020,0,16,0,3.4,0.2
Beaufort,4/23/2020,0,16,0,3.4,0.21
Beaufort,4/22/2020,1,16,0,3.4,0.22
Beaufort,4/21/2020,1,15,0,3.2,0.22
Beaufort,4/20/2020,0,14,0,3,0.21
Beaufort,4/19/2020,1,14,0,3,0.22
Beaufort,4/18/2020,0,13,0,2.8,0.21
Beaufort,4/17/2020,0,13,0,2.8,0.22
Beaufort,4/16/2020,0,13,0,2.8,0.24
Beaufort,4/15/2020,0,13,0,2.8,0.25
Bertie,9/18/2020,7,530,7,279.7,0.28
Bertie,9/17/2020,2,523,7,276,0.28
Bertie,9/16/2020,1,521,7,275,0.28
Bertie,9/15/2020,5,520,7,274.4,0.28
Bertie,9/14/2020,3,515,7,271.8,0.28
Bertie,9/13/2020,0,512,7,270.2,0.28
Bertie,9/12/2020,5,512,7,270.2,0.28
Bertie,9/11/2020,4,507,7,267.6,0.28
Bertie,9/10/2020,5,503,7,265.5,0.28
Bertie,9/9/2020,3,498,7,262.8,0.28
Bertie,9/8/2020,3,495,6,261.3,0.28
Bertie,9/7/2020,17,492,6,259.7,0.28
Bertie,9/6/2020,7,475,6,250.7,0.27
Bertie,9/5/2020,5,468,6,247,0.27
Bertie,9/4/2020,6,463,6,244.4,0.27
Bertie,9/3/2020,9,457,6,241.2,0.27
Bertie,9/2/2020,7,448,6,236.4,0.26
Bertie,9/1/2020,14,441,6,232.8,0.26
Bertie,8/30/2020,30,427,6,225.4,0.26
Bertie,8/28/2020,12,397,6,209.5,0.24
Bertie,8/27/2020,13,385,5,203.2,0.24
Bertie,8/26/2020,5,372,5,196.3,0.23
Bertie,8/25/2020,5,367,5,193.7,0.23
Bertie,8/24/2020,3,362,5,191.1,0.23
Bertie,8/23/2020,5,359,5,189.5,0.23
Bertie,8/22/2020,7,354,5,186.8,0.23
Bertie,8/21/2020,7,347,5,183.1,0.23
Bertie,8/20/2020,12,340,5,179.4,0.23
Bertie,8/19/2020,2,328,5,173.1,0.22
Bertie,8/18/2020,3,326,5,172.1,0.22
Bertie,8/17/2020,6,323,5,170.5,0.22
Bertie,8/16/2020,4,317,5,167.3,0.22
Bertie,8/15/2020,14,313,5,165.2,0.22
Bertie,8/14/2020,5,299,5,157.8,0.21
Bertie,8/13/2020,7,294,5,155.2,0.21
